1	right_lower_lobe_primary_4
2	left_lower_lobe_2
3	right_lower_lobe_primary_4
4	right_lower_lobe_primary_4
5	surgery_lymph_node_3 surgery_lymph_node_4
6	left_lower_lobe_2
7	left_lower_lobe_2
8	left_lower_lobe_2
9	right_lower_lobe_primary_4
10	left_lower_lobe_2
11	left_lower_lobe_2
12	left_lower_lobe_2
13	surgery_lymph_node_4
14	left_lower_lobe_2
15	right_lower_lobe_primary_4
16	right_lower_lobe_3
18	right_lower_lobe_3
19	right_lower_lobe_primary_4
20	right_lower_lobe_primary_4
21	left_lower_lobe_2
22	right_lower_lobe_3
23	right_lower_lobe_primary_4
25	right_lower_lobe_primary_4
27	surgery_lymph_node_3 surgery_lymph_node_4
28	right_lower_lobe_primary_4
29	surgery_lymph_node_3
31	right_lower_lobe_primary_4
